"","origin","destination","amount","year"
"6869","Waikato","Bay of Plenty",242,"2018"
"6870","Lakes","Bay of Plenty",94,"2018"
"6871","Bay of Plenty","Bay of Plenty",8823,"2018"
"6872","Tairawhiti","Bay of Plenty",18,"2018"
"6873","Taranaki","Bay of Plenty",20,"2018"
"6874","Hawkes Bay","Bay of Plenty",25,"2018"
"6875","Mid Central","Bay of Plenty",29,"2018"
"6876","Whanganui","Bay of Plenty",11,"2018"
"6877","Capital and Coast","Bay of Plenty",27,"2018"
"6878","Hutt","Bay of Plenty",10,"2018"
"6879","Wairarapa","Bay of Plenty",2,"2018"
"6880","Nelson Marlborough","Bay of Plenty",10,"2018"
"6881","West Coast","Bay of Plenty",2,"2018"
"6882","Canterbury","Bay of Plenty",22,"2018"
"6883","South Canterbury","Bay of Plenty",0,"2018"
"6884","Otago","Bay of Plenty",0,"2018"
"6885","Southland","Bay of Plenty",15,"2018"
"6886","Unknown","Bay of Plenty",69,"2018"
"6887","Northland","Tairāwhiti",2,"2018"
"6888","Waitemata","Tairāwhiti",5,"2018"
"6889","Auckland","Tairāwhiti",5,"2018"
"6890","Counties Manukau","Tairāwhiti",13,"2018"
"6891","Waikato","Tairāwhiti",13,"2018"
"6892","Lakes","Tairāwhiti",7,"2018"
"6893","Bay of Plenty","Tairāwhiti",9,"2018"
"6894","Tairawhiti","Tairāwhiti",1862,"2018"
"6895","Taranaki","Tairāwhiti",1,"2018"
"6896","Hawkes Bay","Tairāwhiti",32,"2018"
"6897","Mid Central","Tairāwhiti",9,"2018"
"6898","Whanganui","Tairāwhiti",3,"2018"
"6899","Capital and Coast","Tairāwhiti",14,"2018"
"6900","Hutt","Tairāwhiti",3,"2018"
"6901","Wairarapa","Tairāwhiti",2,"2018"
"6902","Nelson Marlborough","Tairāwhiti",3,"2018"
"6903","West Coast","Tairāwhiti",2,"2018"
"6904","Canterbury","Tairāwhiti",4,"2018"
"6905","South Canterbury","Tairāwhiti",0,"2018"
"6906","Otago","Tairāwhiti",0,"2018"
"6907","Southland","Tairāwhiti",5,"2018"
"6908","Unknown","Tairāwhiti",4,"2018"
"6909","Northland","Hawke's Bay",13,"2018"
"6910","Waitemata","Hawke's Bay",29,"2018"
"6911","Auckland","Hawke's Bay",46,"2018"
"6912","Counties Manukau","Hawke's Bay",33,"2018"
"6913","Waikato","Hawke's Bay",47,"2018"
"6914","Lakes","Hawke's Bay",23,"2018"
"6915","Bay of Plenty","Hawke's Bay",44,"2018"
"6916","Tairawhiti","Hawke's Bay",31,"2018"
"6917","Taranaki","Hawke's Bay",16,"2018"
"6918","Hawkes Bay","Hawke's Bay",5504,"2018"
"6919","Mid Central","Hawke's Bay",92,"2018"
"6920","Whanganui","Hawke's Bay",22,"2018"
"6921","Capital and Coast","Hawke's Bay",63,"2018"
"6922","Hutt","Hawke's Bay",20,"2018"
"6923","Wairarapa","Hawke's Bay",22,"2018"
"6924","Nelson Marlborough","Hawke's Bay",15,"2018"
"6925","West Coast","Hawke's Bay",2,"2018"
"6926","Canterbury","Hawke's Bay",27,"2018"
"6927","South Canterbury","Hawke's Bay",0,"2018"
"6928","Otago","Hawke's Bay",0,"2018"
"6929","Southland","Hawke's Bay",12,"2018"
"6930","Unknown","Hawke's Bay",94,"2018"
"6931","Northland","Taranaki",10,"2018"
"6932","Waitemata","Taranaki",11,"2018"
"6933","Auckland","Taranaki",19,"2018"
"6934","Counties Manukau","Taranaki",22,"2018"
"6935","Waikato","Taranaki",32,"2018"
"6936","Lakes","Taranaki",9,"2018"
"6937","Bay of Plenty","Taranaki",10,"2018"
"6938","Tairawhiti","Taranaki",0,"2018"
"6939","Taranaki","Taranaki",4624,"2018"
"6940","Hawkes Bay","Taranaki",6,"2018"
"6941","Mid Central","Taranaki",15,"2018"
"6942","Whanganui","Taranaki",18,"2018"
"6943","Capital and Coast","Taranaki",15,"2018"
"6944","Hutt","Taranaki",4,"2018"
"6945","Wairarapa","Taranaki",5,"2018"
"6946","Nelson Marlborough","Taranaki",9,"2018"
"6947","West Coast","Taranaki",0,"2018"
"6948","Canterbury","Taranaki",11,"2018"
"6949","South Canterbury","Taranaki",0,"2018"
"6950","Otago","Taranaki",0,"2018"
"6951","Southland","Taranaki",7,"2018"
"6952","Unknown","Taranaki",26,"2018"
"6953","Northland","MidCentral",8,"2018"
"6954","Waitemata","MidCentral",17,"2018"
"6955","Auckland","MidCentral",19,"2018"
"6956","Counties Manukau","MidCentral",20,"2018"
"6957","Waikato","MidCentral",26,"2018"
"6958","Lakes","MidCentral",18,"2018"
"6959","Bay of Plenty","MidCentral",18,"2018"
"6960","Tairawhiti","MidCentral",6,"2018"
"6961","Taranaki","MidCentral",27,"2018"
"6962","Hawkes Bay","MidCentral",33,"2018"
"6963","Mid Central","MidCentral",5391,"2018"
"6964","Whanganui","MidCentral",85,"2018"
"6965","Capital and Coast","MidCentral",103,"2018"
"6966","Hutt","MidCentral",40,"2018"
"6967","Wairarapa","MidCentral",27,"2018"
"6968","Nelson Marlborough","MidCentral",9,"2018"
"6969","West Coast","MidCentral",3,"2018"
"6970","Canterbury","MidCentral",15,"2018"
"6971","South Canterbury","MidCentral",0,"2018"
"6972","Otago","MidCentral",0,"2018"
"6973","Southland","MidCentral",11,"2018"
"6974","Unknown","MidCentral",57,"2018"
"6975","Northland","Whanganui",2,"2018"
"6976","Waitemata","Whanganui",6,"2018"
"6977","Auckland","Whanganui",10,"2018"
"6978","Counties Manukau","Whanganui",13,"2018"
"6979","Waikato","Whanganui",23,"2018"
"6980","Lakes","Whanganui",10,"2018"
"6981","Bay of Plenty","Whanganui",10,"2018"
"6982","Tairawhiti","Whanganui",0,"2018"
"6983","Taranaki","Whanganui",45,"2018"
"6984","Hawkes Bay","Whanganui",12,"2018"
"6985","Mid Central","Whanganui",70,"2018"
"6986","Whanganui","Whanganui",3106,"2018"
"6987","Capital and Coast","Whanganui",40,"2018"
"6988","Hutt","Whanganui",11,"2018"
"6989","Wairarapa","Whanganui",7,"2018"
"6990","Nelson Marlborough","Whanganui",5,"2018"
"6991","West Coast","Whanganui",1,"2018"
"6992","Canterbury","Whanganui",9,"2018"
"6993","South Canterbury","Whanganui",1,"2018"
"6994","Otago","Whanganui",0,"2018"
"6995","Southland","Whanganui",3,"2018"
"6996","Unknown","Whanganui",15,"2018"
"6997","Northland","Capital and Coast",29,"2018"
"6998","Waitemata","Capital and Coast",70,"2018"
"6999","Auckland","Capital and Coast",99,"2018"
"7000","Counties Manukau","Capital and Coast",108,"2018"
"7001","Waikato","Capital and Coast",120,"2018"
"7002","Lakes","Capital and Coast",57,"2018"
"7003","Bay of Plenty","Capital and Coast",68,"2018"
"7004","Tairawhiti","Capital and Coast",126,"2018"
"7005","Taranaki","Capital and Coast",141,"2018"
"7006","Hawkes Bay","Capital and Coast",397,"2018"
"7007","Mid Central","Capital and Coast",513,"2018"
"7008","Whanganui","Capital and Coast",218,"2018"
"7009","Capital and Coast","Capital and Coast",8354,"2018"
"7010","Hutt","Capital and Coast",2510,"2018"
"7011","Wairarapa","Capital and Coast",318,"2018"
"7012","Nelson Marlborough","Capital and Coast",58,"2018"
"7013","West Coast","Capital and Coast",4,"2018"
"7014","Canterbury","Capital and Coast",71,"2018"
"7015","South Canterbury","Capital and Coast",3,"2018"
"7016","Otago","Capital and Coast",0,"2018"
"7017","Southland","Capital and Coast",57,"2018"
"7018","Unknown","Capital and Coast",110,"2018"
"7019","Northland","Hutt Valley",6,"2018"
"7020","Waitemata","Hutt Valley",10,"2018"
"7021","Auckland","Hutt Valley",11,"2018"
"7022","Counties Manukau","Hutt Valley",7,"2018"
"7023","Waikato","Hutt Valley",13,"2018"
"7024","Lakes","Hutt Valley",8,"2018"
"7025","Bay of Plenty","Hutt Valley",7,"2018"
"7026","Tairawhiti","Hutt Valley",2,"2018"
"7027","Taranaki","Hutt Valley",7,"2018"
"7028","Hawkes Bay","Hutt Valley",16,"2018"
"7029","Mid Central","Hutt Valley",40,"2018"
"7030","Whanganui","Hutt Valley",10,"2018"
"7031","Capital and Coast","Hutt Valley",488,"2018"
"7032","Hutt","Hutt Valley",4196,"2018"
"7033","Wairarapa","Hutt Valley",89,"2018"
"7034","Nelson Marlborough","Hutt Valley",9,"2018"
"7035","West Coast","Hutt Valley",2,"2018"
"7036","Canterbury","Hutt Valley",10,"2018"
"7037","South Canterbury","Hutt Valley",1,"2018"
"7038","Otago","Hutt Valley",0,"2018"
"7039","Southland","Hutt Valley",7,"2018"
"7040","Unknown","Hutt Valley",40,"2018"
"7041","Northland","Wairarapa",1,"2018"
"7042","Waitemata","Wairarapa",3,"2018"
"7043","Auckland","Wairarapa",1,"2018"
"7044","Counties Manukau","Wairarapa",5,"2018"
"7045","Waikato","Wairarapa",1,"2018"
"7046","Lakes","Wairarapa",3,"2018"
"7047","Bay of Plenty","Wairarapa",4,"2018"
"7048","Tairawhiti","Wairarapa",1,"2018"
"7049","Taranaki","Wairarapa",3,"2018"
"7050","Hawkes Bay","Wairarapa",7,"2018"
"7051","Mid Central","Wairarapa",21,"2018"
"7052","Whanganui","Wairarapa",2,"2018"
"7053","Capital and Coast","Wairarapa",29,"2018"
"7054","Hutt","Wairarapa",19,"2018"
"7055","Wairarapa","Wairarapa",1080,"2018"
"7056","Nelson Marlborough","Wairarapa",2,"2018"
"7057","West Coast","Wairarapa",0,"2018"
"7058","Canterbury","Wairarapa",2,"2018"
"7059","South Canterbury","Wairarapa",1,"2018"
"7060","Otago","Wairarapa",0,"2018"
"7061","Southland","Wairarapa",2,"2018"
"7062","Unknown","Wairarapa",14,"2018"
"7063","Northland","Nelson Marlborough",10,"2018"
"7064","Waitemata","Nelson Marlborough",17,"2018"
"7065","Auckland","Nelson Marlborough",19,"2018"
"7066","Counties Manukau","Nelson Marlborough",24,"2018"
"7067","Waikato","Nelson Marlborough",19,"2018"
"7068","Lakes","Nelson Marlborough",7,"2018"
"7069","Bay of Plenty","Nelson Marlborough",12,"2018"
"7070","Tairawhiti","Nelson Marlborough",6,"2018"
"7071","Taranaki","Nelson Marlborough",8,"2018"
"7072","Hawkes Bay","Nelson Marlborough",12,"2018"
"7073","Mid Central","Nelson Marlborough",21,"2018"
"7074","Whanganui","Nelson Marlborough",3,"2018"
"7075","Capital and Coast","Nelson Marlborough",39,"2018"
"7076","Hutt","Nelson Marlborough",11,"2018"
"7077","Wairarapa","Nelson Marlborough",8,"2018"
"7078","Nelson Marlborough","Nelson Marlborough",5410,"2018"
"7079","West Coast","Nelson Marlborough",43,"2018"
"7080","Canterbury","Nelson Marlborough",142,"2018"
"7081","South Canterbury","Nelson Marlborough",8,"2018"
"7082","Otago","Nelson Marlborough",0,"2018"
"7083","Southland","Nelson Marlborough",47,"2018"
"7084","Unknown","Nelson Marlborough",19,"2018"
"7085","Northland","West Coast",5,"2018"
"7086","Waitemata","West Coast",2,"2018"
"7087","Auckland","West Coast",1,"2018"
"7088","Counties Manukau","West Coast",2,"2018"
"7089","Waikato","West Coast",5,"2018"
"7090","Lakes","West Coast",1,"2018"
"7091","Bay of Plenty","West Coast",2,"2018"
"7092","Tairawhiti","West Coast",0,"2018"
"7093","Taranaki","West Coast",1,"2018"
"7094","Hawkes Bay","West Coast",1,"2018"
"7095","Mid Central","West Coast",1,"2018"
"7096","Whanganui","West Coast",1,"2018"
"7097","Capital and Coast","West Coast",4,"2018"
"7098","Hutt","West Coast",4,"2018"
"7099","Wairarapa","West Coast",0,"2018"
"7100","Nelson Marlborough","West Coast",49,"2018"
"7101","West Coast","West Coast",1415,"2018"
"7102","Canterbury","West Coast",55,"2018"
"7103","South Canterbury","West Coast",4,"2018"
"7104","Otago","West Coast",0,"2018"
"7105","Southland","West Coast",19,"2018"
"7106","Unknown","West Coast",3,"2018"
"7107","Northland","Canterbury",13,"2018"
"7108","Waitemata","Canterbury",43,"2018"
"7109","Auckland","Canterbury",42,"2018"
"7110","Counties Manukau","Canterbury",62,"2018"
"7111","Waikato","Canterbury",45,"2018"
"7112","Lakes","Canterbury",15,"2018"
"7113","Bay of Plenty","Canterbury",18,"2018"
"7114","Tairawhiti","Canterbury",5,"2018"
"7115","Taranaki","Canterbury",10,"2018"
"7116","Hawkes Bay","Canterbury",22,"2018"
"7117","Mid Central","Canterbury",37,"2018"
"7118","Whanganui","Canterbury",22,"2018"
"7119","Capital and Coast","Canterbury",45,"2018"
"7120","Hutt","Canterbury",21,"2018"
"7121","Wairarapa","Canterbury",9,"2018"
"7122","Nelson Marlborough","Canterbury",203,"2018"
"7123","West Coast","Canterbury",106,"2018"
"7124","Canterbury","Canterbury",11763,"2018"
"7125","South Canterbury","Canterbury",126,"2018"
"7126","Otago","Canterbury",0,"2018"
"7127","Southland","Canterbury",320,"2018"
"7128","Unknown","Canterbury",70,"2018"
"7129","Northland","South Canterbury",2,"2018"
"7130","Waitemata","South Canterbury",8,"2018"
"7131","Auckland","South Canterbury",1,"2018"
"7132","Counties Manukau","South Canterbury",4,"2018"
"7133","Waikato","South Canterbury",6,"2018"
"7134","Lakes","South Canterbury",4,"2018"
"7135","Bay of Plenty","South Canterbury",1,"2018"
"7136","Tairawhiti","South Canterbury",1,"2018"
"7137","Taranaki","South Canterbury",1,"2018"
"7138","Hawkes Bay","South Canterbury",1,"2018"
"7139","Mid Central","South Canterbury",4,"2018"
"7140","Whanganui","South Canterbury",2,"2018"
"7141","Capital and Coast","South Canterbury",5,"2018"
"7142","Hutt","South Canterbury",2,"2018"
"7143","Wairarapa","South Canterbury",1,"2018"
"7144","Nelson Marlborough","South Canterbury",17,"2018"
"7145","West Coast","South Canterbury",4,"2018"
"7146","Canterbury","South Canterbury",119,"2018"
"7147","South Canterbury","South Canterbury",2070,"2018"
"7148","Otago","South Canterbury",0,"2018"
"7149","Southland","South Canterbury",70,"2018"
"7150","Unknown","South Canterbury",10,"2018"
"7151","Northland","Southern",8,"2018"
"7152","Waitemata","Southern",32,"2018"
"7153","Auckland","Southern",33,"2018"
"7154","Counties Manukau","Southern",44,"2018"
"7155","Waikato","Southern",24,"2018"
"7156","Lakes","Southern",10,"2018"
"7157","Bay of Plenty","Southern",21,"2018"
"7158","Tairawhiti","Southern",4,"2018"
"7159","Taranaki","Southern",8,"2018"
"7160","Hawkes Bay","Southern",13,"2018"
"7161","Mid Central","Southern",12,"2018"
"7162","Whanganui","Southern",5,"2018"
"7163","Capital and Coast","Southern",37,"2018"
"7164","Hutt","Southern",17,"2018"
"7165","Wairarapa","Southern",5,"2018"
"7166","Nelson Marlborough","Southern",35,"2018"
"7167","West Coast","Southern",13,"2018"
"7168","Canterbury","Southern",199,"2018"
"7169","South Canterbury","Southern",44,"2018"
"7170","Otago","Southern",0,"2018"
"7171","Southland","Southern",10046,"2018"
"7172","Unknown","Southern",67,"2018"
"7173","Northland","Waitematā",771,"2019"
"7174","Waitemata","Waitematā",19300,"2019"
"7175","Auckland","Waitematā",5904,"2019"
"7176","Counties Manukau","Waitematā",5531,"2019"
"7177","Waikato","Waitematā",433,"2019"
"7178","Lakes","Waitematā",111,"2019"
"7179","Bay of Plenty","Waitematā",149,"2019"
"7180","Tairawhiti","Waitematā",34,"2019"
"7181","Taranaki","Waitematā",45,"2019"
"7182","Hawkes Bay","Waitematā",74,"2019"
"7183","Mid Central","Waitematā",48,"2019"
"7184","Whanganui","Waitematā",32,"2019"
"7185","Capital and Coast","Waitematā",98,"2019"
"7186","Hutt","Waitematā",67,"2019"
"7187","Wairarapa","Waitematā",12,"2019"
"7188","Nelson Marlborough","Waitematā",26,"2019"
"7189","West Coast","Waitematā",5,"2019"
"7190","Canterbury","Waitematā",81,"2019"
"7191","South Canterbury","Waitematā",6,"2019"
"7192","Otago","Waitematā",0,"2019"
"7193","Southland","Waitematā",74,"2019"
"7194","Unknown","Waitematā",50,"2019"
"7195","Northland","Auckland",225,"2019"
"7196","Waitemata","Auckland",1742,"2019"
"7197","Auckland","Auckland",11437,"2019"
"7198","Counties Manukau","Auckland",1227,"2019"
"7199","Waikato","Auckland",290,"2019"
"7200","Lakes","Auckland",59,"2019"
"7201","Bay of Plenty","Auckland",147,"2019"
"7202","Tairawhiti","Auckland",26,"2019"
"7203","Taranaki","Auckland",61,"2019"
"7204","Hawkes Bay","Auckland",63,"2019"
"7205","Mid Central","Auckland",38,"2019"
"7206","Whanganui","Auckland",21,"2019"
"7207","Capital and Coast","Auckland",99,"2019"
"7208","Hutt","Auckland",43,"2019"
"7209","Wairarapa","Auckland",5,"2019"
"7210","Nelson Marlborough","Auckland",26,"2019"
"7211","West Coast","Auckland",1,"2019"
"7212","Canterbury","Auckland",96,"2019"
"7213","South Canterbury","Auckland",8,"2019"
"7214","Otago","Auckland",0,"2019"
"7215","Southland","Auckland",62,"2019"
"7216","Unknown","Auckland",54,"2019"
"7217","Northland","Counties
Manukau",149,"2019"
"7218","Waitemata","Counties
Manukau",426,"2019"
"7219","Auckland","Counties
Manukau",1285,"2019"
"7220","Counties Manukau","Counties
Manukau",13453,"2019"
"7221","Waikato","Counties
Manukau",187,"2019"
"7222","Lakes","Counties
Manukau",39,"2019"
"7223","Bay of Plenty","Counties
Manukau",70,"2019"
"7224","Tairawhiti","Counties
Manukau",15,"2019"
"7225","Taranaki","Counties
Manukau",36,"2019"
"7226","Hawkes Bay","Counties
Manukau",32,"2019"
"7227","Mid Central","Counties
Manukau",18,"2019"
"7228","Whanganui","Counties
Manukau",18,"2019"
"7229","Capital and Coast","Counties
Manukau",63,"2019"
"7230","Hutt","Counties
Manukau",78,"2019"
"7231","Wairarapa","Counties
Manukau",5,"2019"
"7232","Nelson Marlborough","Counties
Manukau",13,"2019"
"7233","West Coast","Counties
Manukau",3,"2019"
"7234","Canterbury","Counties
Manukau",41,"2019"
"7235","South Canterbury","Counties
Manukau",3,"2019"
"7236","Otago","Counties
Manukau",0,"2019"
"7237","Southland","Counties
Manukau",22,"2019"
"7238","Unknown","Counties
Manukau",52,"2019"
"7239","Northland","Waikato",70,"2019"
"7240","Waitemata","Waikato",138,"2019"
"7241","Auckland","Waikato",152,"2019"
"7242","Counties Manukau","Waikato",236,"2019"
"7243","Waikato","Waikato",13431,"2019"
"7244","Lakes","Waikato",269,"2019"
"7245","Bay of Plenty","Waikato",423,"2019"
"7246","Tairawhiti","Waikato",39,"2019"
"7247","Taranaki","Waikato",132,"2019"
"7248","Hawkes Bay","Waikato",42,"2019"
"7249","Mid Central","Waikato",62,"2019"
"7250","Whanganui","Waikato",42,"2019"
"7251","Capital and Coast","Waikato",71,"2019"
"7252","Hutt","Waikato",40,"2019"
"7253","Wairarapa","Waikato",12,"2019"
"7254","Nelson Marlborough","Waikato",13,"2019"
"7255","West Coast","Waikato",9,"2019"
"7256","Canterbury","Waikato",43,"2019"
"7257","South Canterbury","Waikato",2,"2019"
"7258","Otago","Waikato",0,"2019"
"7259","Southland","Waikato",55,"2019"
"7260","Unknown","Waikato",32,"2019"
"7261","Northland","Lakes",16,"2019"
"7262","Waitemata","Lakes",21,"2019"
"7263","Auckland","Lakes",23,"2019"
"7264","Counties Manukau","Lakes",29,"2019"
"7265","Waikato","Lakes",137,"2019"
"7266","Lakes","Lakes",3810,"2019"
"7267","Bay of Plenty","Lakes",107,"2019"
"7268","Tairawhiti","Lakes",4,"2019"
"7269","Taranaki","Lakes",7,"2019"
"7270","Hawkes Bay","Lakes",18,"2019"
"7271","Mid Central","Lakes",25,"2019"
"7272","Whanganui","Lakes",10,"2019"
"7273","Capital and Coast","Lakes",12,"2019"
"7274","Hutt","Lakes",8,"2019"
"7275","Wairarapa","Lakes",2,"2019"
"7276","Nelson Marlborough","Lakes",3,"2019"
"7277","West Coast","Lakes",1,"2019"
"7278","Canterbury","Lakes",13,"2019"
"7279","South Canterbury","Lakes",0,"2019"
"7280","Otago","Lakes",0,"2019"
"7281","Southland","Lakes",16,"2019"
"7282","Unknown","Lakes",5,"2019"
"7283","Northland","Bay of
Plenty",32,"2019"
"7284","Waitemata","Bay of
Plenty",54,"2019"
"7285","Auckland","Bay of
Plenty",67,"2019"
"7286","Counties Manukau","Bay of
Plenty",64,"2019"
"7287","Waikato","Bay of
Plenty",204,"2019"
"7288","Lakes","Bay of
Plenty",109,"2019"
"7289","Bay of Plenty","Bay of
Plenty",9229,"2019"
"7290","Tairawhiti","Bay of
Plenty",27,"2019"
"7291","Taranaki","Bay of
Plenty",17,"2019"
"7292","Hawkes Bay","Bay of
Plenty",33,"2019"
"7293","Mid Central","Bay of
Plenty",23,"2019"
"7294","Whanganui","Bay of
Plenty",8,"2019"
"7295","Capital and Coast","Bay of
Plenty",18,"2019"
"7296","Hutt","Bay of
Plenty",19,"2019"
"7297","Wairarapa","Bay of
Plenty",2,"2019"
"7298","Nelson Marlborough","Bay of
Plenty",9,"2019"
"7299","West Coast","Bay of
Plenty",4,"2019"
"7300","Canterbury","Bay of
Plenty",26,"2019"
"7301","South Canterbury","Bay of
Plenty",2,"2019"
"7302","Otago","Bay of
Plenty",0,"2019"
"7303","Southland","Bay of
Plenty",12,"2019"
"7304","Unknown","Bay of
Plenty",56,"2019"
"7305","Northland","Tairāwhiti",3,"2019"
"7306","Waitemata","Tairāwhiti",4,"2019"
"7307","Auckland","Tairāwhiti",7,"2019"
"7308","Counties Manukau","Tairāwhiti",7,"2019"
"7309","Waikato","Tairāwhiti",9,"2019"
"7310","Lakes","Tairāwhiti",2,"2019"
"7311","Bay of Plenty","Tairāwhiti",7,"2019"
"7312","Tairawhiti","Tairāwhiti",1604,"2019"
"7313","Taranaki","Tairāwhiti",0,"2019"
"7314","Hawkes Bay","Tairāwhiti",24,"2019"
"7315","Mid Central","Tairāwhiti",4,"2019"
"7316","Whanganui","Tairāwhiti",2,"2019"
"7317","Capital and Coast","Tairāwhiti",8,"2019"
"7318","Hutt","Tairāwhiti",3,"2019"
"7319","Wairarapa","Tairāwhiti",0,"2019"
"7320","Nelson Marlborough","Tairāwhiti",3,"2019"
"7321","West Coast","Tairāwhiti",1,"2019"
"7322","Canterbury","Tairāwhiti",1,"2019"
"7323","South Canterbury","Tairāwhiti",0,"2019"
"7324","Otago","Tairāwhiti",0,"2019"
"7325","Southland","Tairāwhiti",4,"2019"
"7326","Unknown","Tairāwhiti",0,"2019"
"7327","Northland","Taranaki",5,"2019"
"7328","Waitemata","Taranaki",19,"2019"
"7329","Auckland","Taranaki",18,"2019"
"7330","Counties Manukau","Taranaki",22,"2019"
"7331","Waikato","Taranaki",42,"2019"
"7332","Lakes","Taranaki",7,"2019"
"7333","Bay of Plenty","Taranaki",16,"2019"
"7334","Tairawhiti","Taranaki",1,"2019"
"7335","Taranaki","Taranaki",4604,"2019"
"7336","Hawkes Bay","Taranaki",16,"2019"
"7337","Mid Central","Taranaki",21,"2019"
"7338","Whanganui","Taranaki",22,"2019"
"7339","Capital and Coast","Taranaki",20,"2019"
"7340","Hutt","Taranaki",12,"2019"
"7341","Wairarapa","Taranaki",3,"2019"
"7342","Nelson Marlborough","Taranaki",8,"2019"
"7343","West Coast","Taranaki",3,"2019"
"7344","Canterbury","Taranaki",14,"2019"
"7345","South Canterbury","Taranaki",0,"2019"
"7346","Otago","Taranaki",0,"2019"
"7347","Southland","Taranaki",11,"2019"
"7348","Unknown","Taranaki",33,"2019"
"7349","Northland","Hawkes Bay",16,"2019"
"7350","Waitemata","Hawkes Bay",27,"2019"
"7351","Auckland","Hawkes Bay",33,"2019"
"7352","Counties Manukau","Hawkes Bay",43,"2019"
"7353","Waikato","Hawkes Bay",42,"2019"
"7354","Lakes","Hawkes Bay",28,"2019"
"7355","Bay of Plenty","Hawkes Bay",40,"2019"
"7356","Tairawhiti","Hawkes Bay",32,"2019"
"7357","Taranaki","Hawkes Bay",19,"2019"
"7358","Hawkes Bay","Hawkes Bay",5416,"2019"
"7359","Mid Central","Hawkes Bay",78,"2019"
"7360","Whanganui","Hawkes Bay",26,"2019"
"7361","Capital and Coast","Hawkes Bay",70,"2019"
"7362","Hutt","Hawkes Bay",25,"2019"
"7363","Wairarapa","Hawkes Bay",16,"2019"
"7364","Nelson Marlborough","Hawkes Bay",14,"2019"
"7365","West Coast","Hawkes Bay",3,"2019"
"7366","Canterbury","Hawkes Bay",29,"2019"
"7367","South Canterbury","Hawkes Bay",2,"2019"
"7368","Otago","Hawkes Bay",0,"2019"
"7369","Southland","Hawkes Bay",13,"2019"
"7370","Unknown","Hawkes Bay",96,"2019"
"7371","Northland","MidCentral",7,"2019"
"7372","Waitemata","MidCentral",20,"2019"
"7373","Auckland","MidCentral",11,"2019"
"7374","Counties Manukau","MidCentral",15,"2019"
"7375","Waikato","MidCentral",27,"2019"
"7376","Lakes","MidCentral",14,"2019"
"7377","Bay of Plenty","MidCentral",8,"2019"
"7378","Tairawhiti","MidCentral",6,"2019"
"7379","Taranaki","MidCentral",23,"2019"
"7380","Hawkes Bay","MidCentral",43,"2019"
"7381","Mid Central","MidCentral",5137,"2019"
"7382","Whanganui","MidCentral",65,"2019"
"7383","Capital and Coast","MidCentral",89,"2019"
"7384","Hutt","MidCentral",37,"2019"
"7385","Wairarapa","MidCentral",19,"2019"
"7386","Nelson Marlborough","MidCentral",7,"2019"
"7387","West Coast","MidCentral",3,"2019"
"7388","Canterbury","MidCentral",19,"2019"
"7389","South Canterbury","MidCentral",2,"2019"
"7390","Otago","MidCentral",0,"2019"
"7391","Southland","MidCentral",7,"2019"
"7392","Unknown","MidCentral",26,"2019"
"7393","Northland","Whanganui",7,"2019"
"7394","Waitemata","Whanganui",9,"2019"
"7395","Auckland","Whanganui",10,"2019"
"7396","Counties Manukau","Whanganui",11,"2019"
"7397","Waikato","Whanganui",23,"2019"
"7398","Lakes","Whanganui",2,"2019"
"7399","Bay of Plenty","Whanganui",9,"2019"
"7400","Tairawhiti","Whanganui",1,"2019"
"7401","Taranaki","Whanganui",44,"2019"
"7402","Hawkes Bay","Whanganui",12,"2019"
"7403","Mid Central","Whanganui",53,"2019"
"7404","Whanganui","Whanganui",3043,"2019"
"7405","Capital and Coast","Whanganui",27,"2019"
"7406","Hutt","Whanganui",11,"2019"
"7407","Wairarapa","Whanganui",1,"2019"
"7408","Nelson Marlborough","Whanganui",3,"2019"
"7409","West Coast","Whanganui",0,"2019"
"7410","Canterbury","Whanganui",11,"2019"
"7411","South Canterbury","Whanganui",0,"2019"
"7412","Otago","Whanganui",0,"2019"
"7413","Southland","Whanganui",6,"2019"
"7414","Unknown","Whanganui",36,"2019"
"7415","Northland","Capital and Coast",36,"2019"
"7416","Waitemata","Capital and Coast",67,"2019"
"7417","Auckland","Capital and Coast",118,"2019"
"7418","Counties Manukau","Capital and Coast",118,"2019"
"7419","Waikato","Capital and Coast",126,"2019"
"7420","Lakes","Capital and Coast",48,"2019"
"7421","Bay of Plenty","Capital and Coast",57,"2019"
"7422","Tairawhiti","Capital and Coast",116,"2019"
"7423","Taranaki","Capital and Coast",154,"2019"
"7424","Hawkes Bay","Capital and Coast",397,"2019"
"7425","Mid Central","Capital and Coast",606,"2019"
"7426","Whanganui","Capital and Coast",227,"2019"
"7427","Capital and Coast","Capital and Coast",8959,"2019"
"7428","Hutt","Capital and Coast",3004,"2019"
"7429","Wairarapa","Capital and Coast",349,"2019"
"7430","Nelson Marlborough","Capital and Coast",49,"2019"
"7431","West Coast","Capital and Coast",5,"2019"
"7432","Canterbury","Capital and Coast",83,"2019"
"7433","South Canterbury","Capital and Coast",6,"2019"
"7434","Otago","Capital and Coast",0,"2019"
"7435","Southland","Capital and Coast",56,"2019"
"7436","Unknown","Capital and Coast",111,"2019"
"7437","Northland","Hutt Valley",4,"2019"
"7438","Waitemata","Hutt Valley",5,"2019"
"7439","Auckland","Hutt Valley",12,"2019"
"7440","Counties Manukau","Hutt Valley",9,"2019"
"7441","Waikato","Hutt Valley",6,"2019"
