"","course_code","course_name","domestic_fee","international_fee","start_date","end_date","points","link"
"124","FORE447-21S2 (C)","Environmental Forestry","$2,228.00","$9,875.00","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE447&occurrence=21S2(C)&year=2021"
"125","FORE475-21S1 (C)","Independent Course of Study","$986.00","$4,938.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE475&occurrence=21S1(C)&year=2021"
"126","FORE475-21S2 (C)","Independent Course of Study","$986.00","$4,938.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE475&occurrence=21S2(C)&year=2021"
"127","FORE475-21W (C)","Independent Course of Study","$986.00","$4,938.00","Monday, 22 February 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE475&occurrence=21W(C)&year=2021"
"128","FORE610-21S1 (C)","Research Methods","$1,114.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE610&occurrence=21S1(C)&year=2021"
"129","FORE610-21S2 (C)","Research Methods","$1,114.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE610&occurrence=21S2(C)&year=2021"
"130","FORE616-21S2 (C)","Restoration Ecology","$2,228.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE616&occurrence=21S2(C)&year=2021"
"131","FORE618-21S2 (C)","Wood Quality","$1,114.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE618&occurrence=21S2(C)&year=2021"
"132","FORE619-21S2 (C)","Wood Processing","$1,114.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE619&occurrence=21S2(C)&year=2021"
"133","FORE624-21S1 (C)","Plantation Silviculture","$2,228.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE624&occurrence=21S1(C)&year=2021"
"134","FORE641-21S2 (C)","Plantation Forest Management","$2,228.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE641&occurrence=21S2(C)&year=2021"
"135","FORE642-21S1 (C)","Advanced IT Applications in Forestry and Natural Resource Management","$1,114.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE642&occurrence=21S1(C)&year=2021"
"136","FORE643-21S1 (D)","Modelling for Forest Management","$1,114.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE643&occurrence=21S1(D)&year=2021"
"137","FORE643-21S2 (D)","Modelling for Forest Management","$1,114.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE643&occurrence=21S2(D)&year=2021"
"138","FORE675-21S1 (C)","Independent Course of Study","$2,228.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE675&occurrence=21S1(C)&year=2021"
"139","FORE675-21S2 (C)","Independent Course of Study","$2,228.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE675&occurrence=21S2(C)&year=2021"
"140","FORE675-21W (C)","Independent Course of Study","$2,228.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE675&occurrence=21W(C)&year=2021"
"141","FORE679-21A (C)","MForSc Report","$4,456.00","NULL","NULL","NULL","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE679&occurrence=21A(C)&year=2021"
"142","FORE679-21S1 (C)","MForSc Report","$4,456.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE679&occurrence=21S1(C)&year=2021"
"143","FORE679-21S2 (C)","MForSc Report","$4,456.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE679&occurrence=21S2(C)&year=2021"
"144","FORE690-21A (C)","MForSc Thesis","$8,552.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE690&occurrence=21A(C)&year=2021"
"145","FORE790-21A (C)","Forestry PhD","$8,552.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE790&occurrence=21A(C)&year=2021"
"146","FORE672","NULL","NULL","NULL","NULL","NULL","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE672&year=2021"
"147","FIEC601-21SU1 (C)","Quantitative Finance and Economics","$992.00","NULL","Monday, 4 January 2021","Sunday, 14 February 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FIEC601&occurrence=21SU1(C)&year=2021"
"148","FIEC601-21SU1 (D)","Quantitative Finance and Economics","$992.00","NULL","Monday, 4 January 2021","Sunday, 14 February 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FIEC601&occurrence=21SU1(D)&year=2021"
"149","FIEC675-21SU2 (C)","Advanced Applications in Finance and Economics","$2,787.00","NULL","Monday, 15 November 2021","Sunday, 19 December 2021","45 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FIEC675&occurrence=21SU2(C)&year=2021"
"150","FINA101-21S1 (C)","What is Practice?","$2,049.00","$8,695.00","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINA101&occurrence=21S1(C)&year=2021"
"151","FINA102-21S1 (C)","Communities of Practice","$952.00","$4,275.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINA102&occurrence=21S1(C)&year=2021"
"152","FINA103-21S2 (C)","Studio Practice","$3,078.00","$13,047.00","Monday, 19 July 2021","Sunday, 14 November 2021","45 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINA103&occurrence=21S2(C)&year=2021"
"153","FINA450-21W (C)","Honours Research","$8,264.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINA450&occurrence=21W(C)&year=2021"
"154","FINA451-21W (C)","Honours Research A","$4,132.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINA451&occurrence=21W(C)&year=2021"
"155","FINA452-21W (C)","Honours Research B","$4,132.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","60 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FINA452&occurrence=21W(C)&year=2021"
"156","ENFE601-21S1 (C)","Structural Fire Engineering","$1,114.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE601&occurrence=21S1(C)&year=2021"
"157","ENFE602-21S1 (C)","Fire Dynamics","$1,114.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE602&occurrence=21S1(C)&year=2021"
"158","ENFE603-21X (C)","Fire Safety Systems","$1,114.00","NULL","Monday, 21 June 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE603&occurrence=21X(C)&year=2021"
"159","ENFE605-21X (C)","Fire Safety Engineering Design","$2,228.00","NULL","Monday, 22 February 2021","Sunday, 28 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE605&occurrence=21X(C)&year=2021"
"160","ENFE610-21X (C)","Advanced Fire Dynamics","$1,114.00","NULL","Monday, 21 June 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE610&occurrence=21X(C)&year=2021"
"161","ENFE615-21S1 (C)","Human Behaviour in Fire","$1,114.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE615&occurrence=21S1(C)&year=2021"
"162","ENFE675-21S1 (C)","Independent Course of Study","$1,114.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE675&occurrence=21S1(C)&year=2021"
"163","ENFE675-21S2 (C)","Independent Course of Study","$1,114.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE675&occurrence=21S2(C)&year=2021"
"164","ENFE675-21W (C)","Independent Course of Study","$1,114.00","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE675&occurrence=21W(C)&year=2021"
"165","ENFE681-21A (C)","Fire Project","$1,114.00","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE681&occurrence=21A(C)&year=2021"
"166","ENFE681-21SU2 (C)","Fire Project","$1,114.00","NULL","Monday, 15 November 2021","Sunday, 13 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE681&occurrence=21SU2(C)&year=2021"
"167","ENFE682-21A (C)","Fire Project","$2,228.00","NULL","NULL","NULL","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE682&occurrence=21A(C)&year=2021"
"168","ENFE682-21SU2 (C)","Fire Project","$2,228.00","NULL","Monday, 15 November 2021","Sunday, 13 February 2022","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE682&occurrence=21SU2(C)&year=2021"
"169","ENFE683-21A (C)","Fire Project","$3,342.00","NULL","NULL","NULL","45 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE683&occurrence=21A(C)&year=2021"
"170","ENFE683-21SU2 (C)","Fire Project","$3,342.00","NULL","Monday, 15 November 2021","Sunday, 13 February 2022","45 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE683&occurrence=21SU2(C)&year=2021"
"171","ENFE690-21A (C)","MEFE Thesis","$8,552.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE690&occurrence=21A(C)&year=2021"
"172","ENFE790-21A (C)","Fire Engineering PhD","$8,552.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE790&occurrence=21A(C)&year=2021"
"173","ENFE604","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE604&year=2021"
"174","ENFE613","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE613&year=2021"
"175","ENFE614","NULL","NULL","NULL","NULL","NULL","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE614&year=2021"
"176","ENFE618-21S2 (C)","Advanced Structural Fire Engineering","$1,114.00","NULL","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFE618&year=2021"
"177","COSC131-21S1 (C)","Introduction to Programming for Engineers","$877.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=COSC131&occurrence=21S1(C)&year=2021"
"178","COSC131-21S1 (D)","Introduction to Programming for Engineers","$877.00","$4,438.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=COSC131&occurrence=21S1(D)&year=2021"
"179","COSC131-21S2 (C)","Introduction to Programming for Engineers","$877.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=COSC131&occurrence=21S2(C)&year=2021"
"180","COSC131-21S2 (D)","Introduction to Programming for Engineers","$877.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=COSC131&occurrence=21S2(D)&year=2021"
"181","COSC131-21SU2 (C)","Introduction to Programming for Engineers","$877.00","$4,438.00","Monday, 15 November 2021","Sunday, 13 February 2022","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=COSC131&occurrence=21SU2(C)&year=2021"
"182","FENG601-21SU2 (C)","Applications of Financial Engineering","$2,977.00","NULL","Monday, 15 November 2021","Sunday, 13 February 2022","45 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FENG601&occurrence=21SU2(C)&year=2021"
"183","FORE199-21W (C)","Workshop Training Course","NULL","NULL","Monday, 22 February 2021","Sunday, 14 November 2021","","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FORE199&occurrence=21W(C)&year=2021"
"184","ENFO204-21S2 (C)","Forest Measurement","$1,215.00","$5,729.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFO204&occurrence=21S2(C)&year=2021"
"185","ENFO327-21S2 (C)","Wood Science","$986.00","$5,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFO327&occurrence=21S2(C)&year=2021"
"186","ENFO410-21W (C)","Forest Engineering Research","$2,138.00","$11,000.00","Monday, 22 February 2021","Sunday, 14 November 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFO410&occurrence=21W(C)&year=2021"
"187","ENFO491-21S2 (C)","Special Topic","$1,114.00","$5,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFO491&occurrence=21S2(C)&year=2021"
"188","ENFO492-21S1 (C)","Special Topic","$1,114.00","$5,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFO492&occurrence=21S1(C)&year=2021"
"189","ENFO499-21W (C)","Industry Field Programme","$239.00","$239.00","Monday, 22 February 2021","Sunday, 14 November 2021","","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFO499&occurrence=21W(C)&year=2021"
"190","ENFO790-21A (C)","Forest Engineering PhD","$8,552.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=ENFO790&occurrence=21A(C)&year=2021"
"191","FILM211-21S1 (C)","Film 2A","$2,631.00","$12,600.00","Monday, 22 February 2021","Sunday, 27 June 2021","45 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FILM211&occurrence=21S1(C)&year=2021"
"192","FILM212-21S2 (C)","Film 2B","$2,631.00","$12,600.00","Monday, 19 July 2021","Sunday, 14 November 2021","45 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FILM212&occurrence=21S2(C)&year=2021"
"193","FILM311-21W (C)","Film 3","$5,261.00","$25,200.00","Monday, 22 February 2021","Sunday, 14 November 2021","90 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FILM311&occurrence=21W(C)&year=2021"
"194","FILM411-21W (C)","Film 4","$5,261.00","$25,200.00","Monday, 22 February 2021","Sunday, 14 November 2021","90 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FILM411&occurrence=21W(C)&year=2021"
"195","FILM601-21A (C)","Film","$7,768.00","NULL","NULL","NULL","120 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=FILM601&occurrence=21A(C)&year=2021"
"196","MAOR172-21S2 (C)","Science, Maori and Indigenous Knowledge","$877.00","$4,438.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=MAOR172&occurrence=21S2(C)&year=2021"
"197","SCIM101-21S2 (C)","Science, Maori and Indigenous Knowledge","$912.00","$4,473.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SCIM101&occurrence=21S2(C)&year=2021"
"198","LANC401-21S1 (C)","In Other Words What? Theory and Practice of Translation","$1,905.00","NULL","Monday, 22 February 2021","Sunday, 27 June 2021","30 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=LANC401&occurrence=21S1(C)&year=2021"
"199","SPAN101-21S1 (C)","Beginners' Spanish A","$785.00","$3,500.00","Monday, 22 February 2021","Sunday, 27 June 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPAN101&occurrence=21S1(C)&year=2021"
"200","SPAN102-21S2 (C)","Beginners' Spanish B","$785.00","$3,500.00","Monday, 19 July 2021","Sunday, 14 November 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPAN102&occurrence=21S2(C)&year=2021"
"201","SPAN121-21SU2 (C)","From Fiesta to Siesta: the Magical Culture of the Spanish-speaking World","$785.00","$3,500.00","Monday, 15 November 2021","Sunday, 19 December 2021","15 points","https://www.canterbury.ac.nz/courseinfo/GetCourseDetails.aspx?course=SPAN121&occurrence=21SU2(C)&year=2021"
